year,name,gross,theaters,totalGross,relDate,distributor
1989,Batman,"$251,188,924","2,201","$251,188,924",Jun 23,Warner Bros.
1989,Indiana Jones and the Last Crusade,"$197,171,806","2,327","$197,171,806",May 24,Paramount Pictures
1989,Lethal Weapon 2,"$147,253,986","1,830","$147,253,986",Jul 7,Warner Bros.
1989,Rain Man,"$139,602,956","1,590","$172,825,435",Dec 16,Metro-Goldwyn-Mayer (MGM)
1989,"Honey, I Shrunk the Kids","$130,724,172","1,498","$130,724,172",Jun 23,Walt Disney Studios Motion Pictures
1989,Look Who's Talking,"$113,455,801","1,651","$140,088,813",Oct 13,TriStar Pictures
1989,Ghostbusters II,"$112,494,738","2,410","$112,494,738",Jun 16,Columbia Pictures
1989,Dead Poets Society,"$95,860,116","1,109","$95,860,116",Jun 2,Walt Disney Studios Motion Pictures
1989,Parenthood,"$95,527,843","1,399","$100,047,830",Aug 2,Universal Pictures
1989,Back to the Future Part II,"$93,592,195","2,107","$118,450,002",Nov 22,Universal Pictures
1989,When Harry Met Sally...,"$92,823,546","1,174","$92,823,546",Jul 14,Columbia Pictures
1989,Turner & Hooch,"$71,079,915","1,888","$71,079,915",Jul 28,Walt Disney Studios Motion Pictures
1989,Uncle Buck,"$66,758,538","1,835","$66,758,538",Aug 18,Universal Pictures
1989,Field of Dreams,"$64,431,625","1,100","$64,431,625",Apr 21,Universal Pictures
1989,Twins,"$62,182,803","1,659","$111,938,388",Dec 9,Universal Pictures
1989,Sea of Love,"$58,571,513","1,439","$58,571,513",Sep 15,Universal Pictures
1989,Pet Sematary,"$57,469,467","1,585","$57,469,467",Apr 21,Paramount Pictures
1989,The Abyss,"$54,222,310","1,538","$54,222,310",Aug 11,Twentieth Century Fox
1989,Harlem Nights,"$54,044,409","2,180","$60,864,870",Nov 17,Paramount Pictures
1989,National Lampoon's Christmas Vacation,"$53,751,580","1,950","$71,319,526",Dec 1,Warner Bros.
1989,Star Trek V: The Final Frontier,"$52,210,049","2,202","$52,210,049",Jun 9,Paramount Pictures
1989,Working Girl,"$51,823,128","1,149","$63,779,477",Dec 23,Twentieth Century Fox
1989,Major League,"$49,797,148","1,615","$49,797,148",Apr 7,Paramount Pictures
1989,Beaches,"$48,004,430","1,122","$57,041,866",Dec 23,Walt Disney Studios Motion Pictures
