year,name,gross,theaters,totalGross,relDate,distributor
2012,The Avengers,"$623,357,910","4,349","$623,357,910",May 4,Walt Disney Studios Motion Pictures
2012,The Dark Knight Rises,"$448,139,099","4,404","$448,139,099",Jul 20,Warner Bros.
2012,The Hunger Games,"$408,010,692","4,137","$408,010,692",Mar 23,Lionsgate
2012,Skyfall,"$290,904,271","3,526","$304,360,277",Nov 9,Sony Pictures Entertainment (SPE)
2012,The Twilight Saga: Breaking Dawn - Part 2,"$286,422,893","4,070","$292,324,737",Nov 16,Lionsgate
2012,The Amazing Spider-Man,"$262,030,663","4,318","$262,030,663",Jul 3,Sony Pictures Entertainment (SPE)
2012,Brave,"$237,259,676","4,164","$237,283,207",Jun 22,Walt Disney Studios Motion Pictures
2012,The Hobbit: An Unexpected Journey,"$228,546,604","4,100","$303,003,568",Dec 14,Warner Bros.
2012,Ted,"$218,815,487","3,303","$218,815,487",Jun 29,Universal Pictures
2012,Madagascar 3: Europe's Most Wanted,"$216,391,482","4,263","$216,391,482",Jun 8,DreamWorks
2012,The Lorax,"$214,030,500","3,769","$214,030,500",Mar 2,Universal Pictures
2012,Men in Black 3,"$179,020,854","4,248","$179,020,854",May 25,Sony Pictures Entertainment (SPE)
2012,Wreck-It Ralph,"$175,990,019","3,752","$189,422,889",Nov 2,Walt Disney Studios Motion Pictures
2012,Ice Age 4: Continental Drift,"$161,139,599","3,886","$161,321,843",Jul 13,Twentieth Century Fox
2012,Snow White and the Huntsman,"$155,332,381","3,777","$155,332,381",Jun 1,Universal Pictures
2012,Hotel Transylvania,"$145,321,690","3,375","$148,313,048",Sep 28,Sony Pictures Entertainment (SPE)
2012,Taken 2,"$138,936,379","3,706","$139,854,287",Oct 5,Twentieth Century Fox
2012,21 Jump Street,"$138,447,667","3,148","$138,447,667",Mar 16,Sony Pictures Entertainment (SPE)
2012,Lincoln,"$134,189,097","2,293","$182,207,973",Nov 9,Walt Disney Studios Motion Pictures
2012,Prometheus,"$126,477,084","3,442","$126,477,084",Jun 8,Twentieth Century Fox
2012,Safe House,"$126,373,434","3,121","$126,373,434",Feb 10,Universal Pictures
2012,The Vow,"$125,014,030","3,038","$125,014,030",Feb 10,Screen Gems
2012,Magic Mike,"$113,721,571","3,120","$113,721,571",Jun 29,Warner Bros.
2012,The Bourne Legacy,"$113,203,870","3,753","$113,203,870",Aug 10,Universal Pictures
2012,Argo,"$108,720,920","3,247","$136,025,503",Oct 12,Warner Bros.
2012,Journey 2: The Mysterious Island,"$103,860,290","3,500","$103,860,290",Feb 10,Warner Bros.
2012,Flight,"$91,978,551","2,638","$93,772,375",Nov 2,Paramount Pictures
2012,Think Like a Man,"$91,547,205","2,052","$91,547,205",Apr 20,Screen Gems
2012,Rise of the Guardians,"$91,337,659","3,672","$103,412,758",Nov 21,DreamWorks
2012,Mission: Impossible - Ghost Protocol,"$87,050,578","3,555","$209,397,903",Dec 16,Paramount Pictures
2012,The Campaign,"$86,907,746","3,302","$86,907,746",Aug 10,Warner Bros.
2012,Life of Pi,"$85,639,816","2,946","$124,987,023",Nov 21,Twentieth Century Fox
2012,The Expendables 2,"$85,028,192","3,355","$85,028,192",Aug 17,Lionsgate
2012,Wrath of the Titans,"$83,670,083","3,545","$83,670,083",Mar 30,Warner Bros.
2012,Dark Shadows,"$79,727,149","3,755","$79,727,149",May 11,Warner Bros.
2012,John Carter,"$73,078,100","3,749","$73,078,100",Mar 9,Walt Disney Studios Motion Pictures
2012,Les Misérables,"$72,967,240","2,927","$148,809,770",Dec 25,Universal Pictures
2012,Act of Valor,"$70,012,847","3,053","$70,012,847",Feb 24,Relativity Media
2012,Django Unchained,"$68,605,611","3,012","$162,805,434",Dec 25,The Weinstein Company
2012,Contraband,"$66,528,000","2,870","$66,528,000",Jan 13,Universal Pictures
2012,Looper,"$66,475,042","2,993","$66,486,205",Sep 28,TriStar Pictures
2012,Madea's Witness Protection,"$65,653,242","2,161","$65,653,242",Jun 29,Lionsgate
2012,Battleship,"$65,422,625","3,702","$65,422,625",May 18,Universal Pictures
2012,Mirror Mirror,"$64,935,167","3,618","$64,935,167",Mar 30,Relativity Media
